Sample	15	20	25	30	35	40	45	50	55	60	65	70	75	80	85	90	95	100	105	110	115	120	125	130	135	140	145	150	TOTAL
GB23_26_trim_R2	1101920	1107921	1691355	2198166	928348	2183376	2202092	1218127	1733968	2909724	988782	598842	203288	412915	184444	134508	189748	176676	105997	233795	570924	191458	112023	118064	104392	66897	81740	800923	54,31922489
GB23_27_trim_R1	1213430	1460479	1880496	1881535	1311141	2700637	2558514	1350938	6048687	2115543	1104412	675486	218855	523602	143325	111169	171700	93749	147210	270910	346099	145201	78974	176650	167222	79664	135396	1786417	56,37054212
GB23_27_trim_R2	1202500	1163491	1848437	2147297	1309856	2696963	2556040	1342240	6050560	2118972	1106324	671532	237706	538067	174073	126407	172496	93370	148607	271935	347975	145600	78514	176429	168712	78326	135492	1789520	56,6477132
GB23_28_trim_R1	1209152	1391689	1541514	1595510	1129441	1965789	2277227	977138	3936213	1589157	783900	496197	179976	377416	121465	101276	143795	69254	114495	210314	280900	96244	62121	118854	99740	60690	83955	1103019	53,57673868
GB23_28_trim_R2	1201996	1100443	1514623	1862606	1128793	1962043	2275622	970987	3937054	1591356	784789	494700	194513	391103	145308	112258	144142	68281	115104	210951	281725	96631	62178	118710	101570	59165	83967	1105823	53,88613747
GB23_32_trim_R1	989250	1160997	1341877	1275923	989527	1564447	1482816	891522	4723437	1520231	980560	508071	170614	235670	73245	55085	101221	46407	76278	162835	182213	79281	47805	99341	107195	48241	70452	1237342	55,2922124
GB23_32_trim_R2	981702	947934	1318113	1466063	987578	1562089	1480661	885323	4724791	1522417	982192	505679	185232	247833	93985	66410	101554	46030	76862	163512	183634	79640	47876	99128	108228	47047	70554	1239816	55,58088779
GB23_33_trim_R1	1042327	1207428	1561472	1494233	921005	2401915	2136620	1157638	5010408	1938577	917370	503986	166621	532978	114577	106133	151618	91861	120543	252928	362386	113351	64831	127938	134947	58882	70977	1172938	55,31240464
GB23_33_trim_R2	1031346	991020	1537164	1688429	919396	2399410	2134147	1152924	5010365	1941146	918551	501472	181820	545940	137716	117315	151949	91370	121145	253600	363221	113591	64864	127935	136049	57938	71087	1175578	55,56728915
GB23_36_trim_R1	1205694	1363289	1624538	1219392	940577	1577436	1493784	942715	3125201	1639959	909418	473691	180668	357087	94588	82292	110332	60253	109038	188289	247681	86950	45387	106356	98191	41667	50611	903114	53,01413389
GB23_36_trim_R2	1195060	1070840	1597078	1484970	939242	1575462	1491416	937947	3126423	1642317	909985	472240	197917	372357	118535	94495	108971	60227	109629	188907	248445	87380	45538	106177	99799	39958	50782	906101	53,3865022
GB23_40_trim_R1	1738916	1810613	2629323	2117710	1297270	2729034	2712393	1504091	4497788	2310233	1033621	665783	275209	584806	161135	136637	166855	96268	164633	308115	301659	116939	58248	92152	130544	54636	84366	1101000	51,38116246
GB23_40_trim_R2	1713873	1539668	2591626	2356890	1296287	2724812	2709322	1497105	4498201	2313259	1034358	666794	294310	607085	198826	153401	166064	97088	165777	309324	303453	117540	57926	91833	131805	53775	84597	1104978	51,69745616
GB23_42_trim_R1	806076	1232084	1345555	1359817	1022626	1614909	1784671	1055720	5290122	1564100	1066443	459335	207589	441170	141570	110195	171348	107885	138192	210425	336642	106881	72392	126436	198292	75469	85368	1354670	57,74273234
GB23_42_trim_R2	812902	829316	1345602	1754828	1022284	1612719	1783165	1049592	5290073	1566740	1068939	455552	221957	444701	150664	112897	146253	106381	138958	211363	338525	106970	72570	126418	199735	73702	85476	1357700	57,92809605
GB23_47_trim_R1	1057733	1395095	1662326	1563824	1125038	1751128	1851263	950356	6109877	1400143	940955	556480	207674	367981	142733	94182	145032	85992	128969	200071	235490	102597	57536	118223	146513	56994	65754	1273069	54,90729995
GB23_47_trim_R2	1050879	1084645	1635372	1849150	1123313	1749243	1850261	942976	6111957	1402827	942543	555268	222177	380737	165727	107463	142951	85293	129176	200698	236809	102715	57475	118284	148265	54964	65784	1276076	55,20037067
GB23_49_trim_R1	1241323	1448134	1979331	2097049	1269482	2416262	3259980	1620595	4386714	3681163	1346223	621354	230598	379191	152606	95739	164028	119420	115807	201122	652490	134290	82234	143736	70892	51719	89796	925369	53,20510996
GB23_49_trim_R2	1228559	1191153	1949645	2323143	1265954	2413105	3257305	1616149	4384528	3686533	1347607	619902	248967	397105	180276	110240	161291	119826	117201	202009	653558	135039	82580	143364	71695	50968	89836	929109	53,46661227
GB23_50_trim_R1	917080	1162533	1564587	1649281	1089610	2335142	2881783	1251499	5918470	2879129	1825568	643679	264625	331726	165581	91193	183679	124586	134252	199847	549493	114752	93670	123576	77309	54906	69152	1066805	55,43036196
GB23_50_trim_R2	911928	945194	1536234	1841789	1086148	2331357	2880194	1246253	5915339	2882752	1829582	641180	278736	345306	186335	105636	182846	125450	135584	201019	551565	115212	93755	123409	78341	53513	69210	1069646	55,65775106
GB23_52_trim_R1	845328	1169356	1439036	1665463	1151657	2288060	2073727	1198910	5543647	2852103	1374774	641144	250280	328357	176202	108112	200958	122574	137851	228103	642103	142665	135549	167931	86157	59250	80504	1884825	59,34839864
GB23_52_trim_R2	843917	904379	1409253	1906071	1148575	2285366	2072675	1193798	5539967	2858419	1377122	640219	263631	340844	196488	120732	199370	122725	138472	228800	643280	143485	136056	167722	87182	57855	80571	1887652	59,58593221
GB23_56_trim_R1	898233	1165529	1415478	1372286	997283	1422283	1980528	817186	2381072	1819844	870434	366798	150605	214724	102076	73566	112778	79619	72160	122916	412892	85024	54949	80300	41933	40100	41012	549901	51,61717388
GB23_56_trim_R2	891636	1013194	1392212	1503347	993939	1420295	1979232	814010	2380133	1822835	871256	364914	164089	227283	120489	86147	111246	79734	72859	123508	413438	85485	55230	80090	42734	38977	41034	552163	51,89772725
GB23_57_trim_R1	1416818	1732887	2785015	2643982	1494777	2944212	3393015	1698145	1525397	3757878	1067329	594891	204041	360851	145354	130279	200419	127913	105663	208850	658007	93851	76496	84898	49152	39129	109252	480195	48,86782967
GB23_57_trim_R2	1404893	1415186	2741178	2925649	1493702	2941460	3389622	1692831	1524254	3763584	1067535	598293	217685	379551	187533	145622	198989	128386	106815	209546	658232	94693	76916	84557	49594	38805	109334	484251	49,19312612
GB23_58_trim_R1	1337040	1719600	2073152	1699995	1172369	2604250	3329742	1429428	1773267	3050412	1326958	777491	265183	298890	208343	142781	241502	148430	146577	243300	435935	102453	93862	92129	56375	50018	63262	512553	50,64418561
GB23_58_trim_R2	1321621	1488782	2042609	1899943	1170981	2600608	3327928	1425965	1772254	3054645	1327644	778936	281126	319169	237621	155297	239294	149001	147345	243803	436122	103034	94326	91964	56448	49993	63289	515549	50,9310913
GB23_59_trim_R1	2480922	2387297	2088448	1671136	1124122	1250591	2321297	955892	787402	2449296	466212	306431	188481	128306	102175	68678	91510	60234	51200	132614	113716	27249	15999	18917	19914	11900	22842	129748	40,71513104
GB23_59_trim_R2	2456064	2264117	2049620	1760902	1123565	1244281	2319015	952528	786828	2452868	465760	307171	213054	161686	137046	77663	89830	60465	52170	133377	113667	27795	16137	18614	20022	12087	22871	133326	41,10044027
GB24_01_trim_R1	655585	702938	750549	911870	533229	1170590	1147240	600011	1354574	1479033	477669	240964	83836	146631	61837	38856	74800	53591	44335	90429	268547	42339	37441	46721	29378	19585	27206	396764	52,14869689
GB24_01_trim_R2	649214	568097	740038	1031326	532895	1168935	1145747	597811	1353586	1481510	477899	240740	92121	154848	72682	44474	74418	54065	45037	90815	268881	42777	37573	46563	29480	19528	27192	398296	52,45522458
GB24_02_trim_R1	1582882	2311841	3645883	3675535	1949674	3548973	3297459	2003762	2568210	3359228	1073929	687704	215891	405110	172105	143105	191433	180447	162844	262841	637141	166512	72111	133300	94152	49824	80438	978617	48,94372138
GB24_02_trim_R2	1567460	1907550	3583372	4023826	1947371	3545627	3294031	1998316	2566901	3364862	1074157	688035	236337	433325	233426	168278	188293	181261	164396	263970	637653	167443	72466	132802	95273	48857	80566	985097	49,32193774
GB24_04_trim_R1	985738	1248463	1479220	1658710	982574	1538666	1618841	923629	2529464	1755320	791576	411801	152693	267411	102442	79077	115410	91318	92736	153821	432661	100177	49359	107585	67401	48039	65428	964559	53,8708597
GB24_04_trim_R2	977339	1025698	1456117	1853307	981617	1536713	1617533	919346	2527894	1758853	792360	411023	166653	282319	123145	92162	114178	91318	93087	154380	433159	100622	49681	107466	68341	47167	65396	967245	54,19579838
GB24_05_trim_R1	1075577	1403028	2009617	2431347	1227060	2636533	2531505	1517738	2316227	2878288	1078870	590584	211574	404548	127439	114809	166937	123723	133981	206044	602134	107910	69345	107829	98142	60563	88357	839860	52,34214167
GB24_05_trim_R2	1076066	1201383	1964691	2603522	1225955	2632797	2528116	1511825	2314093	2883280	1080300	596450	218802	420781	160425	129599	165142	124799	135425	207109	602890	108743	69418	107488	99119	59595	88512	843244	52,6174097
GB24_14_trim_R1	651104	815028	1155194	1270661	785197	1599467	1606845	987673	2580788	1716741	838268	422314	158483	278410	101471	75860	125328	100504	101066	148404	457333	107955	61165	98642	77618	44915	52475	910817	56,59267636
GB24_14_trim_R2	645791	669548	1138372	1400557	783824	1597249	1605336	984082	2579193	1719424	839235	423552	166510	288082	117101	85127	121596	100589	102217	149221	458215	108496	60922	98584	78577	43833	52468	912025	56,82437247
GB24_20_trim_R1	968926	1362301	2301493	2464918	1579828	3551963	3625980	2297468	3239321	4278789	1423140	932258	306940	645420	212219	169803	263933	243525	260612	419549	906800	263614	108599	155224	147470	78987	118144	1260237	55,9449979
GB24_20_trim_R2	959043	1134399	2271426	2663766	1579472	3549156	3623112	2289202	3237174	4285909	1423905	939109	312957	660843	247161	184239	256271	244003	261424	420449	907233	264532	109166	154971	151161	75257	118143	1263978	56,14961042
GB24_21_trim_R1	982637	1419313	2081490	2361640	1353803	2320182	2431471	1415326	2804183	2550171	1062546	569649	181870	379703	129658	95792	155099	137031	132951	246585	744317	162425	72827	139971	110910	63805	79351	994501	53,72371159
GB24_21_trim_R2	981430	1119127	2043068	2625965	1353539	2317911	2428602	1408863	2803276	2554922	1063468	570306	194632	394904	161121	113588	153322	137167	133841	247401	744903	162686	72928	140394	111314	63201	79381	997947	54,03630722
GB24_29_trim_R1	1135967	1456782	1612056	2045281	1199119	2114214	1604233	1223558	4532432	2680812	1120797	513962	197068	396045	144954	100560	166839	128418	144949	227180	709783	164490	90525	171741	154055	71776	94820	1743249	57,98760467
GB24_29_trim_R2	1127865	1137549	1588011	2329275	1197410	2111564	1603141	1217678	4524455	2688591	1125707	513499	212740	411458	168784	115086	165203	128492	145601	228178	710982	165328	90860	171391	154911	70654	94911	1746341	58,28284243
GB24_32_trim_R1	1188998	1639862	2331896	2529613	1588335	2953249	2923659	1784968	2767791	3055089	1295713	703814	244855	521196	185362	145356	237098	221531	231639	385088	1126857	312423	126148	211684	179131	102649	154396	1746345	57,67618927
GB24_32_trim_R2	1178001	1250898	2303276	2874911	1588765	2949604	2919190	1779832	2766188	3058981	1296660	705880	258357	538269	219035	162809	235521	223028	233361	386385	1127677	312934	126683	211597	180434	101137	154506	1750826	57,9824038
GB24_33_trim_R1	1356026	1193387	1084254	993384	549929	1155000	730050	621463	949974	1794985	381842	219102	85141	333685	57199	55731	103133	64026	59228	164009	304144	92649	41450	96482	60541	47766	55010	643574	52,4482264
GB24_33_trim_R2	1340131	1079119	1071779	1088897	549579	1153855	728966	617451	948444	1799345	381887	217932	100889	347098	70415	62253	102498	64131	59536	164468	304413	93035	41500	96268	60600	47979	54989	645707	52,76633238
GB24_37_trim_R1	1524666	1938873	2401998	2910055	1578300	2751616	3066167	1861991	2220870	3137175	954360	668120	202536	525189	174541	121914	207646	153802	122600	293581	775697	187289	77366	123853	98201	56542	77587	507162	49,92383294
GB24_37_trim_R2	1513074	1571296	2364754	3233754	1577651	2747932	3062816	1854830	2220297	3142706	954759	669039	220513	545284	209260	143387	206008	154252	123874	294722	776054	187870	77709	123562	99623	55365	77673	511633	50,26438319
GB24_39_trim_R1	302211	372395	479135	563031	370380	892385	1141634	697884	919556	1471932	470576	351502	115391	350691	124200	91234	187666	155060	135926	293830	773696	189404	82357	169285	141809	67866	99631	937705	69,71822103
GB24_39_trim_R2	298735	306151	472113	620889	370374	891280	1139992	695091	918905	1474209	470731	352859	118245	354429	131699	95155	187271	155690	136483	294190	773763	189239	82588	169748	143408	66072	99751	939312	69,89047713
