Sample	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134	136	138
CV_GBM_C009_R1 - illumina_small_rna_3'_adapter	11.990459626691408	12.013125577020224	12.023435157825059	12.033412393317155	12.049419977207988	12.087151484368768	12.266081616674292	13.033808457248474	16.12044377496601	19.248002260864943	21.814693650966827	25.813575595494036	27.99063107103205	30.84535697553847	33.664973462799786	36.71171932086038	40.909982094609774	45.08694955594082	48.90412341975534	51.75919198373938	55.60007123649876	59.6293914275996	64.14072692400433	65.59270921481243	67.00586096689108	69.71588372223084	71.52333339139827	75.35548686067077	77.28436175489327	78.83267490760801	80.74636391307497	81.4356343394763	82.342914122888	83.39672610070475	84.42094330143124	85.60307609653324	88.18709986770365	89.41483273175012	89.8762517958107	90.98504858659268	91.65072822588112	91.8273216268326	91.99053297186387	92.23782424296321	92.49169709727312	92.77327609048228	92.9386327818082	93.05004066072999	93.16647497600238	93.33905731283458	93.45708344755316	93.61644417102994	93.86143882141641	93.95326239327132	94.07595396856976	94.18992663649124	94.28559739184567	94.38581783992967	94.48967918821563	94.6387841937486	94.83776277054054	94.98452989870114	95.09780005739259	95.43431229274259	95.51849765249608	95.57232842501327	95.6480160589255	95.70589915222149	95.75598015279633	95.78806178964055	95.8317503000276	95.87176925975467	95.90471499441202	95.94021061983088
CV_GBM_C009_R1 - polyg	0	0	0.00014898238157275888	0.00018794700444563426	0.0002016992242831197	0.0002039912609227006	0.0002085753342018624	0.00022003551739976695	0.00023378773723725237	0.0002509780120341092	0.00026473023187159465	0.0002716063417903373	0.0002738983784299182	0.00027848245170908006	0.0002922346715465655	0.0003621417890537831	0.0004973719507890566	0.0006280180392451682	0.0007311596880263089	0.0015620229698743871	0.0021040896351352716	0.0021602445328050036	0.0022037932289570407	0.0022255675770330597	0.0022484879434288684	0.0035755771577462127	1.7537678790318072	1.7548428442157706	1.755485760493173	1.7616685293284424	1.8086724707146478	1.8364347645115715	1.848677678221893	1.8517650515754085	1.8529271141516759	1.8549922391639384	1.873697550179558	1.9138058993355844	2.5908700846128245	10.448811716524576	12.235112763618595	12.340223271873136	13.152252888653777	17.12208785284758	20.434246969698357	23.8171555275214	27.03301472496019	29.19171786312507	32.12134064890308	35.10318863553225	38.8014974792181	42.246530544138665	46.99084927292014	50.27150090810491	52.73296375006532	57.079823843232035	61.07994463356293	64.98886757804155	66.82665120611551	68.5809852181973	70.68704600484261	72.91025049210026	76.37108944168739	78.80334256871296	80.7423998357068	82.35781809113688	83.25057209234524	83.9830600156042	85.03642275423957	86.41658636898306	87.8643020335866	90.49082704016473	91.92966564686316	92.71369345201805
CV_GBM_C009_R2 - illumina_small_rna_5'_adapter	11.58672883281243	11.609216004283358	11.619463700098924	11.62917505934083	11.644678395170954	11.681575600994927	11.855949164460963	12.601408869081618	15.608315692291331	18.618830181171745	21.07881809755458	24.924283715629763	27.026645155138795	29.802276313268234	32.54264448769772	35.50798178839368	39.59457309900773	43.61999797383961	47.293354560648666	50.045483175075844	53.79317165612483	57.69085330690463	62.03114671509893	63.37923327707148	64.75690659400604	67.40703270186197	69.17314663625288	72.90538564433277	74.80988014482006	76.32933197216917	78.20292065060835	78.85502684891719	79.74432904294635	81.02573109092693	82.24109497924789	83.38042742816069	85.90721560638579	87.16353818945608	87.70372653069083	88.81094525424646	89.4594495169762	89.63083082660927	89.78894812020907	90.02763050169014	90.27274892205517	90.54618660112052	90.70588081592837	90.81430790120038	90.92720101986463	91.09002157264885	91.20226489892576	91.35323562228336	91.58545560645913	91.67423993772994	91.79317257293948	91.9033954689186	91.99514798763767	92.09206675694236	92.19293012130375	92.33661904425739	92.52790210803194	92.66932306073072	92.77792892486062	93.09433426878988	93.1758173173453	93.22812273947886	93.3018128634597	93.35821873914148	93.40687867699978	93.43799995049201	93.48048170358831	93.51949789728559	93.55145347211462	93.58572973404122
CV_GBM_C009_R2 - polyg	0.07315722546214334	0.07758773228645324	0.07868790987345207	0.07894232594044555	0.07931134383941808	0.07960701656592402	0.08033130014403159	0.08058342417438548	0.08102807928246418	0.08148992466533973	0.08185665052767269	0.08210877455802658	0.0823104737823097	0.08248810662187722	0.08261416863705416	0.08275054481710922	0.08281013776973833	0.08286285461244869	0.08291327941851948	0.08296599626122983	0.08300152282914333	0.08303704939705683	0.08307372198329013	0.08314477511911714	0.08317571761375149	0.08321353621830457	0.08327885926253263	0.0833281380502836	0.08336251859987734	0.08338887702123252	0.08344159386394287	0.08349889477993239	0.08357453198903855	0.08389197906362053	0.25509794789375584	11.79904133275513	11.832744585521846	11.929886828398883	13.05231092302149	17.625160098759274	20.429016542086835	24.17872201537865	26.869929441944088	29.320281636294126	32.42611161484983	34.84129365298382	38.95086836100127	42.50664805227311	47.07215812669095	50.047614769150655	53.317945363347405	57.57437200488113	62.11097491320057	64.50957750430214	65.74007571055428	68.08153209813952	70.28173828975561	73.16419783760095	76.131162484311	77.9521145413222	79.93908225019322	81.00653069999716	81.79900924424217	82.95005400038323	84.42472630790488	85.21836691472615	87.62737649818975	89.63266789397588	90.30952464993725	91.23237194620498	92.1694344537114	92.38415015407071	92.55826013332319	92.7970192980317
CV_GBM_C010_R1 - illumina_small_rna_3'_adapter	28.400163746031286	28.446262313023745	28.467339444833556	28.48772728090831	28.516677701780797	28.587440291352543	28.884261246657715	30.05223712845524	33.96334197633597	37.56868034203876	40.23967450944801	44.30299755568073	46.49785048230916	49.28005613420231	51.898504266549125	54.54955353421708	58.450848682609056	61.500331308718586	64.34384088093016	66.41852147851893	69.27890092560929	72.033740260347	74.89655138961382	76.16752847780653	77.35591006630898	79.5230775573861	80.89961901092956	83.98424550773842	85.1375457727471	86.10235811900384	87.27892339154437	87.7805047508432	88.40596148904729	89.09205710483282	89.86527204268833	90.56901107634422	91.89591430164833	92.53278909605629	92.84547917095082	93.54117386808386	93.97172202541128	94.09805461596463	94.21842224546256	94.37478515353999	94.53793634813417	94.73149697290671	94.84185832598403	94.91184609609063	94.98630280021285	95.08475593123023	95.15938878870699	95.24597837423985	95.36887725085373	95.42737037634143	95.49129106750593	95.56543503560022	95.63729283950656	95.70665258461008	95.77453672625117	95.88168902473971	95.99489691390811	96.0642375119079	96.12274212565785	96.31630019748323	96.36639795621261	96.39732818761303	96.43602831371585	96.4705237358348	96.50427625032822	96.52883177265291	96.56368971326957	96.59598321845709	96.62100465363974	96.65681739649682
CV_GBM_C010_R1 - polyg	0	0	0.00010977672817609923	0.00015828272434693377	0.0001684945130144779	0.00017360040734824996	0.00018125924884890803	0.00018381219601579406	0.00019657693185022422	0.00021189461485154038	0.00022082992993564148	0.00022721229785285655	0.0002323181921866286	0.00023742408652040068	0.00024763587518794475	0.0003484772882799429	0.0005986661106347737	0.0008667255631578067	0.0010199023931709685	0.002177663933353782	0.003029071813510273	0.0031043837549334105	0.0031452309096035875	0.0031720368548558905	0.0031962898529413076	0.004790605358661633	2.9841271786372445	2.986546096077869	2.9878532050273146	2.9940632490107646	3.028270188099871	3.046703743118371	3.0601654335293613	3.066551630867327	3.0691849958699695	3.077639080413113	3.110126609585321	3.2465165355026233	5.264123446228487	24.566191090903686	28.772327278125594	28.969506705507207	30.254920709928655	35.52917042109459	39.122895430135216	42.64087194378716	45.79147425422988	48.03146456324244	50.887518041358504	53.58830127278458	56.997994532353054	60.0453633182084	63.552844666057275	65.91393019451033	67.79525440309989	71.0238084023363	73.71400328538772	76.19943393502469	77.664706896774	79.1500192173098	80.88483234093894	82.74819528973589	85.35994831813755	86.82891411796378	88.04355404455123	88.99437879328059	89.63150250003733	90.18776926412447	90.95000397621521	91.89223805772801	92.91758588720595	94.17965191331263	94.86182364930266	95.36906744541767
CV_GBM_C010_R2 - illumina_small_rna_5'_adapter	27.39791498251933	27.443150653369386	27.463908666783336	27.48379357226621	27.51179429679262	27.580984270909564	27.86968430127687	29.00403276299217	32.8134333016385	36.28452238762341	38.84588279189792	42.75783649471163	44.88223701484909	47.58615526539609	50.127884782430826	52.70721665828662	56.50658794398783	59.44470846173062	62.184006730589914	64.18268992044123	66.97287225575731	69.64119859337717	72.39552861515509	73.58468374664909	74.74123263692763	76.86076979271218	78.20668098614732	81.21141555431566	82.3540815179007	83.30028160283725	84.45684964021953	84.93125870634763	85.54669767986886	86.37453675178065	87.29371133800853	87.97260891925706	89.2690388907036	89.92268144210368	90.2904436932823	90.98563035392911	91.40492639661846	91.52726490132923	91.64356185656956	91.7951048003959	91.95269950548138	92.14166865477428	92.24867671174789	92.31694124251683	92.38928793580564	92.48217564199919	92.55354200357591	92.63557330194229	92.75212299895213	92.80866056690999	92.87034615282988	92.9421669390023	93.0112305422345	93.07806797553715	93.14396081838805	93.24766791467488	93.35692001220819	93.42369745125242	93.48011503069344	93.66170360972689	93.70992367581502	93.73996803454853	93.777599752262	93.81121568408199	93.84391638434262	93.86784515813784	93.90191806750069	93.93344824148531	93.95761443936706	93.99217751458595
CV_GBM_C010_R2 - polyg	0.07513323512145582	0.08031827081740135	0.08158197966500993	0.08185003911753297	0.08220745172089701	0.08252657011675776	0.0831239597538091	0.08335117205166195	0.08372645528519419	0.08420896229973565	0.08467615163127579	0.08495697581963327	0.08513312917414839	0.08530800605508009	0.08544458872850849	0.0855543654566846	0.08562967739810773	0.08569477755086333	0.08575860123003548	0.08581348959412352	0.08584667790729304	0.08588880153554665	0.08594368989963472	0.08601517242030751	0.08604580778631016	0.08607516667872933	0.08610324909756509	0.08614409625223526	0.08618621988048888	0.08620664345782397	0.08623600235024317	0.08627940245208023	0.08639556154817354	0.08707209254739834	0.5015124297253425	27.843715722695304	27.91068463277706	28.082367776802975	29.71364485160548	35.42096758484688	38.49110993590443	42.346527347233874	45.03009477944004	47.51202023261689	50.432581579745836	52.56976725929506	56.25287222512195	59.2190585675439	62.55065844975091	64.73169354983857	67.20110700895052	70.1876058755058	73.12789384539326	74.92496058568693	76.00270637929162	77.83750567871186	79.58315223364369	81.88457283385944	83.9837859772484	85.11666394139556	86.35886548559671	87.08006412492693	87.61997032709507	88.40380041927051	89.45859011195057	89.99943579867612	91.28683854894058	92.30276472689911	92.73471062280039	93.32563747409876	93.92477077406507	94.07244217351284	94.20116815203515	94.36092265042379
CV_GBM_C011_R1 - illumina_small_rna_3'_adapter	15.798769566596045	15.814070110497786	15.82131760610263	15.829586294658633	15.842866760271063	15.877017237166932	16.033398561619986	16.660190436126474	19.17055040143665	21.745109198368244	24.00026387427568	27.525373608522358	29.436068996059014	31.95907613863448	34.52724256512664	37.439086274222376	41.98705211611133	46.221024672443065	49.72732784960981	52.46274932258596	56.148988184921485	60.186417038197895	64.55925324621003	66.16076139948149	67.66037705170243	70.43205211375663	72.28144122349227	76.11689942719255	78.30697040282914	79.70496620260305	81.57275909307259	82.18106663157596	83.03673585488511	83.85849130985866	84.94871021223437	86.18306108089655	88.73669285820034	89.84542336143952	90.33091013995276	91.4214921606958	92.10016906444176	92.25766329092168	92.40896219754379	92.66494577477823	92.92409951168388	93.26929742990768	93.42804336133989	93.51783646095569	93.62668769795374	93.77919493361391	93.8638015132047	93.99516980691348	94.24068243846303	94.31269513119739	94.4179734321782	94.5255704856003	94.61761789344203	94.71320601519332	94.7942223084012	94.9425666956112	95.13635416914786	95.2657408032342	95.380339968518	95.72212358263934	95.79042701505475	95.82803145403179	95.89267519860158	95.93859046273698	95.98140001141654	96.00537945609132	96.0429082970465	96.07719261962042	96.10274103307697	96.12965640748632
